27.03,0,5.41,13.51,0
43.64,3.64,1.82,10.91,4
38.24,2.94,0,2.94,0
45.24,9.52,2.38,2.38,5.41
31.25,21.88,6.25,3.12,3.7
72.09,0,0,0,41.03
42.5,5,0,2.5,0
71.15,0,0,1.92,0
60.42,0,0,10.42,20.93
70.73,4.88,0,2.44,27.03
5.29,37.5,4.33,43.75,0.49
34.04,17.02,0,10.64,4.76
37.37,5.05,2.53,9.6,0
26.67,13.33,6.67,23.33,3.7
54.55,0,0,20.45,0
62.07,3.45,3.45,1.72,0
78.14,0.4,0,0,2.06
81.13,0,0,0,18.75
80,0,0,0,25
64.58,2.08,0,8.33,9.3
81.25,0,0,0,26.67
74.42,0,0,4.65,7.69
48.44,3.12,1.56,7.81,5.17
78.12,4.69,0,0,16.67
77.78,2.22,0,0,30
78.05,0,0,0,0
63.64,0,0,15.91,15.79
40,6.67,6.67,0,0
44.19,13.95,0,4.65,2.56
85.11,0,0,0,13.64
33.33,0,0,16.67,0
0,26,20,10,0
68.63,1.96,0,0,4.35
74.42,2.33,0,0,10.26
65,2.5,0,5,0
55.78,13.07,1.01,6.03,6.67
22.64,32.08,1.89,20.75,8.16
25.81,19.35,0,19.35,3.85
70.45,0,0,0,4.88
6.12,20.41,2.04,28.57,0
59.46,2.7,0,0,3.03
43.82,7.87,4.49,11.24,2.35
20.73,26.18,1.09,28,0.74
61.54,0,0,5.77,4.35
31.03,6.9,10.34,6.9,0
53.66,0,0,4.88,5.41
31.37,13.73,1.96,19.61,0
63.89,0,0,0,3.33
68.29,0,0,0,2.86
14.75,29.51,0,31.15,3.77
54.76,2.38,0,0,0
35.85,16.98,1.89,13.21,2.08
60,0,0,5,2.86
36,8,2,8,0
30.95,23.81,0,4.76,2.63
60.78,3.92,0,3.92,10.87
33.33,5.56,11.11,8.33,0
60.84,7.57,0.52,13.32,26.26
60.38,0,0,0,8.51
55.88,5.88,0,0,3.57
64.75,4.92,1.64,4.51,12.08
55.56,0,0,4.44,0
65.28,5.09,1.39,2.78,5.66
57.49,2.83,0,12.15,2.07
76.09,0,0,4.35,9.3
54.9,1.96,0,5.88,12.77
53.85,1.92,1.92,9.62,0
17.65,23.53,1.96,11.76,4.44
37.93,3.45,0,3.45,0
47.06,0,0,5.88,0
54.22,4.89,1.78,4.89,3.65
66.07,0,0,0,7.84
7.69,40.38,0,19.23,2.17
63.04,2.17,2.17,4.35,14.63
51.92,3.85,0,7.69,0
62.16,3.09,0,4.63,12.2
58.82,3.92,3.92,3.92,2.17
0,14.71,0,67.65,0
32.35,5.88,2.94,11.76,0
6.25,31.25,3.12,18.75,0
53.57,7.14,0,3.57,4.35
57.45,4.26,0,0,16.67
45.71,5.71,4.29,7.14,3.08
22.22,11.11,0,5.56,0
45.71,0,0,8.57,6.9
57.65,7.06,3.53,7.06,8.64
46.88,3.12,0,6.25,0
73,2.48,0.55,3.03,8.94
37.04,0,0,7.41,0
57.14,5.71,11.43,0,6.45
67.5,0,0,0,0
58.06,0,0,0,0
47.5,0,0,0,5.56
57.14,10.2,0,0,9.3
70.27,0,0,0,9.68
74.55,2.29,0.25,1.78,8.76
77.59,0,0,0,7.55
42.86,2.86,0,5.71,3.33
59.09,6.82,0,0,0
27.27,21.21,9.09,12.12,0
59.65,5.26,0,1.75,3.77
65.85,0,0,0,0
36.11,5.56,2.78,16.67,3.12
25,21.15,1.92,23.08,0
21.95,36.59,2.44,4.88,0
70.83,0,0,0,2.27
60,0,0,2.86,6.45
58.14,6.98,0,6.98,10.26
62.75,9.8,0,5.88,6.52
47.37,0,2.63,7.89,0
68.57,0,0,11.43,12.9
68.09,4.26,0,2.13,28.57
72.55,0,0,0,17.02
35.48,0,3.23,0,7.69
70.49,1.64,0,4.92,22.81
28.33,26.67,3.33,25,1.79
37.14,5.71,0,2.86,0
60.87,0,0,0,10
36.11,5.56,0,0,0
52.27,0,0,11.36,10.26
31.03,6.9,0,0,0
33.33,8.33,0,0,0
5.88,21.57,3.92,49.02,0
78.88,0,0.86,0,7.93
24,18,0,10,0
40.94,12.28,1.46,16.08,2.67
20.93,18.6,0,9.3,0
61.22,0,0,12.24,0
66.67,0,0,4.76,0
57.89,0,5.26,0,0
26,18,4,16,0
41.03,5.13,0,12.82,6.06
51.61,6.45,0,6.45,8.77
31.58,21.05,2.63,18.42,0
14.63,21.95,4.88,9.76,2.86
52.63,0,0,7.02,3.85
60,6.67,2.22,2.22,15
39.39,3.03,6.06,0,0
66.67,8.89,0,0,25
78.38,0,0,2.7,0
48.15,7.41,1.85,18.52,6.25
29.63,0,7.41,0,0
11.67,23.33,1.67,41.67,0
27.5,12.5,10,10,0
48.65,2.7,0,10.81,0
17.78,20,2.22,33.33,0
81.03,0,1.72,0,11.11
41.18,0,0,5.88,0
50,6.67,0,0,0
56.41,0,0,2.56,0
45.15,8.21,2.24,16.42,1.52
41.86,4.65,0,9.3,5.26
32.5,7.5,10,5,0
59.38,1.56,0,1.56,6.9
77.65,0,1.18,1.76,4.82
74.55,0,0,0,2
69.34,2.36,0,5.19,5.83
60.53,0,0,2.63,0
55.83,5.83,0,11.17,2.5
64.29,2.38,0,4.76,50
56.82,0,0,11.36,2.56
43.75,6.25,3.12,0,0
62.22,0,0,0,5
50,2.38,0,2.38,2.63
50,0,0,5.88,6.9
34.38,9.38,0,3.12,0
56.76,2.7,0,2.7,0
52.02,12.9,1.61,10.08,7.82
75,1.32,1.32,2.63,12.68
40.82,20.41,0,6.12,0
38.24,11.76,0,2.94,0
65.57,2.93,0.73,5.49,4.12
60.78,3.92,0,7.84,2.13
51.43,0,0,8.57,3.23
48.78,12.2,0,9.76,0
53.85,5.13,0,0,8.82
35.29,2.94,0,5.88,0
55.32,0,0,6.38,14.63
36.36,3.03,0,3.03,0
17.86,3.57,3.57,10.71,0
47.37,0,0,0,3.03
44.19,6.98,2.33,0,0
34.88,11.63,11.63,16.28,0
66.67,0,0,0,8.11
58.82,2.94,0,8.82,3.33
65,7.5,0,7.5,2.86
51.28,20.51,0,0,0
25,30.56,2.78,13.89,0
30.43,8.7,0,36.96,12.5
8.62,15.52,5.17,53.45,1.89
18.18,9.09,13.64,4.55,0
44.44,13.89,0,5.56,9.68
48.78,12.2,4.88,0,0
26.36,20.5,7.95,20.08,0.43
68.42,5.26,1.75,1.75,5.77
68.57,0,0,2.86,6.45
26.67,20,15.56,4.44,0
52.94,0,0,2.94,0
57.78,8.89,0,0,0
50,5.88,2.94,20.59,0
59.62,15.38,0,3.85,12.77
79.91,0,0,0.87,6.25
72.34,0,0,0,4.88
21.05,10.53,3.51,36.84,0
70.21,0,0,0,2.44
